File Name,Class Name,Object Number,Area,Centroid,BoundingBox
HN7_129.png,Slur,36,1031,"[2229.234, 4739.915]","[2126.635, 4714.656, 2331.833, 4765.174]"
HN7_129.png,Slur,37,4931,"[3541.924, 4718.347]","[3036.596, 4659.486, 4047.252, 4777.208]"
HN7_129.png,Slur,38,508,"[2317.952, 3100.062]","[2253.642, 3077.965, 2382.261, 3122.159]"
HN7_129.png,Slur,39,1046,"[1413.16, 4694.85]","[1289.861, 4672.054, 1536.46, 4717.644]"
HN7_129.png,Slur,40,452,"[2037.52, 2561.14]","[1982.642, 2543.062, 2092.398, 2579.218]"
HN7_129.png,Slur,41,841,"[2042.561, 2967.46]","[1958.216, 2950.731, 2126.906, 2984.19]"
HN7_129.png,Slur,42,1061,"[3999.648, 4283.55]","[3888.254, 4263.082, 4111.043, 4304.018]"
HN7_129.png,Slur,43,1903,"[3838.559, 3334.803]","[3624.306, 3310.552, 4052.812, 3359.054]"
HN7_129.png,Slur,44,751,"[883.905, 3864.817]","[786.782, 3825.694, 981.029, 3903.94]"
HN7_129.png,Slur,45,756,"[1533.722, 2448.42]","[1458.798, 2432.147, 1608.646, 2464.694]"
HN7_129.png,Slur,46,1029,"[3625.778, 4253.466]","[3520.627, 4234.712, 3730.929, 4272.221]"
HN7_129.png,Slur,47,679,"[2729.078, 4348.935]","[2656.212, 4315.944, 2801.944, 4381.926]"
HN7_129.png,Slur,48,568,"[3989.83, 2037.257]","[3923.071, 2018.349, 4056.588, 2056.164]"
HN7_129.png,Slur,49,991,"[2394.087, 4334.414]","[2305.453, 4298.536, 2482.722, 4370.292]"
HN7_129.png,Slur,50,358,"[3090.673, 2506.476]","[3026.544, 2487.868, 3154.802, 2525.084]"
HN7_129.png,Slur,51,748,"[3710.363, 1992.349]","[3624.98, 1975.701, 3795.745, 2008.997]"
HN7_129.png,Slur,52,456,"[1804.196, 2496.979]","[1746.981, 2479.261, 1861.411, 2514.696]"
HN7_129.png,Slur,53,742,"[3848.817, 568.243]","[3743.888, 549.705, 3953.746, 586.782]"
HN7_129.png,Slur,54,592,"[1106.654, 4682.967]","[1027.732, 4665.735, 1185.575, 4700.198]"
HN7_129.png,Slur,55,581,"[4056.06, 2527.506]","[3993.55, 2508.083, 4118.57, 2546.93]"
HN7_129.png,Slur,56,309,"[666.963, 2959.307]","[615.672, 2944.679, 718.254, 2973.935]"
HN7_129.png,Slur,57,405,"[707.938, 4720.751]","[673.069, 4706.309, 742.806, 4735.194]"
HN7_129.png,Slur,58,702,"[2815.434, 2464.564]","[2739.816, 2449.461, 2891.051, 2479.667]"
HN7_129.png,Slur,59,430,"[2443.502, 2594.724]","[2367.167, 2577.459, 2519.837, 2611.99]"
HN7_128.png,Slur,1,1396,"[2744.437, 2592.553]","[2588.661, 2536.931, 2900.214, 2648.176]"
HN7_128.png,Slur,2,1644,"[2107.167, 2592.387]","[1917.862, 2548.047, 2296.472, 2636.727]"
HN7_128.png,Slur,3,3471,"[3008.297, 1532.323]","[2558.703, 1464.34, 3457.89, 1600.305]"
HN7_128.png,Slur,4,2011,"[3826.146, 2979.036]","[3635.428, 2924.883, 4016.863, 3033.188]"
HN7_128.png,Slur,5,1981,"[3719.128, 3616.86]","[3448.49, 3564.47, 3989.768, 3669.249]"
HN7_128.png,Slur,6,3417,"[2919.74, 2216.958]","[2574.244, 2162.632, 3265.235, 2271.284]"
HN7_128.png,Slur,7,745,"[2332.974, 1549.482]","[2233.992, 1516.682, 2431.956, 1582.281]"
HN7_128.png,Slur,8,1468,"[1632.918, 2994.099]","[1471.907, 2940.394, 1793.929, 3047.804]"
HN7_128.png,Slur,9,997,"[2443.635, 4634.448]","[2344.716, 4604.172, 2542.553, 4664.724]"
HN7_128.png,Slur,10,1087,"[3591.221, 949.849]","[3472.108, 919.753, 3710.333, 979.945]"
HN7_128.png,Slur,11,1227,"[2912.07, 3461.778]","[2804.266, 3433.017, 3019.874, 3490.538]"
HN7_128.png,Slur,12,974,"[897.72, 5271.339]","[800.029, 5241.544, 995.411, 5301.135]"
HN7_128.png,Slur,13,2489,"[906.028, 1791.809]","[647.247, 1757.406, 1164.809, 1826.211]"
HN7_128.png,Slur,14,1519,"[2290.276, 2405.218]","[2138.934, 2380.924, 2441.618, 2429.512]"
HN7_128.png,Slur,15,1129,"[2539.875, 3455.505]","[2422.666, 3423.152, 2657.084, 3487.858]"
HN7_128.png,Slur,16,661,"[1728.071, 5371.072]","[1666.39, 5338.587, 1789.752, 5403.558]"
HN7_128.png,Slur,17,2130,"[2170.208, 3044.195]","[1976.92, 2996.822, 2363.496, 3091.568]"
HN7_128.png,Slur,18,834,"[2829.183, 1133.142]","[2753.542, 1094.902, 2904.824, 1171.382]"
HN7_128.png,Slur,19,1119,"[2233.774, 3456.334]","[2115.674, 3424.899, 2351.874, 3487.77]"
HN7_128.png,Slur,20,790,"[1099.787, 3028.75]","[1022.445, 3008.9, 1177.128, 3048.602]"
HN7_128.png,Slur,21,1420,"[1386.411, 2222.494]","[1232.403, 2195.726, 1540.418, 2249.261]"
HN7_128.png,Slur,22,1147,"[1330.215, 2520.424]","[1199.132, 2494.887, 1461.298, 2545.961]"
HN7_128.png,Slur,23,2564,"[3838.9, 1364.309]","[3603.912, 1330.575, 4073.887, 1398.043]"
HN7_128.png,Slur,24,589,"[1491.454, 938.043]","[1432.574, 894.856, 1550.334, 981.23]"
HN7_128.png,Slur,25,984,"[2083.1, 1511.001]","[1987.245, 1484.135, 2178.954, 1537.868]"
HN7_128.png,Slur,26,1294,"[3860.857, 2008.997]","[3702.459, 1984.714, 4019.255, 2033.281]"
HN7_128.png,Slur,27,725,"[1790.118, 920.403]","[1708.857, 893.158, 1871.379, 947.649]"
HN7_128.png,Slur,28,1348,"[3194.814, 3490.327]","[3068.759, 3453.118, 3320.87, 3527.536]"
HN7_128.png,Slur,29,919,"[946.462, 1329.881]","[840.955, 1309.651, 1051.97, 1350.111]"
HN7_128.png,Slur,30,1704,"[3230.352, 2622.501]","[3067.168, 2585.341, 3393.536, 2659.662]"
HN7_128.png,Slur,31,977,"[2171.163, 3841.885]","[2079.299, 3824.24, 2263.028, 3859.53]"
HN7_128.png,Slur,32,4848,"[1781.131, 1776.709]","[1298.578, 1709.874, 2263.683, 1843.544]"
HN7_128.png,Slur,33,760,"[3445.334, 4673.667]","[3349.16, 4638.152, 3541.508, 4709.182]"
HN7_128.png,Slur,34,1751,"[2607.755, 1723.588]","[2425.359, 1696.875, 2790.151, 1750.3]"
HN7_128.png,Slur,35,585,"[1887.857, 3817.738]","[1824.939, 3802.978, 1950.776, 3832.497]"
HN7_128.png,Slur,36,1204,"[1781.844, 1379.855]","[1674.186, 1350.974, 1889.502, 1408.737]"
HN7_128.png,Slur,37,414,"[3781.923, 5315.232]","[3724.078, 5296.278, 3839.768, 5334.188]"
HN7_128.png,Slur,38,939,"[3910.905, 2207.573]","[3787.146, 2183.334, 4034.663, 2231.812]"
HN7_128.png,Slur,39,728,"[1302.618, 1364.578]","[1219.568, 1346.191, 1385.668, 1382.964]"
HN7_128.png,Slur,40,1675,"[3325.825, 3049.522]","[3144.604, 3011.367, 3507.046, 3087.677]"
HN7_128.png,Slur,41,808,"[1597.68, 3801.698]","[1501.573, 3783.142, 1693.787, 3820.255]"
HN7_128.png,Slur,42,617,"[3260.049, 899.91]","[3183.743, 884.874, 3336.355, 914.946]"
HN7_128.png,Slur,43,689,"[1207.939, 969.262]","[1129.427, 919.583, 1286.45, 1018.94]"
HN7_128.png,Slur,44,412,"[757.512, 4713.015]","[699.151, 4694.014, 815.872, 4732.016]"
HN7_128.png,Slur,45,708,"[3279.579, 4212.033]","[3191.374, 4196.667, 3367.783, 4227.399]"
HN7_128.png,Slur,46,631,"[1593.575, 4627.693]","[1518.103, 4604.552, 1669.046, 4650.834]"
HN7_128.png,Slur,47,348,"[4028.772, 2658.107]","[3985.005, 2639.539, 4072.54, 2676.676]"
HN7_128.png,Slur,48,1431,"[1487.605, 3352.101]","[1285.41, 3323.64, 1689.801, 3380.56]"
HN7_128.png,Slur,49,2174,"[3115.453, 1737.607]","[2897.742, 1702.691, 3333.164, 1772.524]"
HN7_128.png,Slur,50,424,"[1391.592, 5364.931]","[1341.24, 5342.684, 1441.944, 5387.177]"
HN7_128.png,Slur,51,513,"[2471.693, 2535.343]","[2418.917, 2522.185, 2524.47, 2548.5]"
HN7_128.png,Slur,52,450,"[1311.761, 3786.66]","[1252.774, 3774.0, 1370.749, 3799.32]"
HN7_128.png,Slur,53,557,"[4028.824, 917.219]","[3973.787, 905.768, 4083.861, 928.67]"
HN7_128.png,Slur,54,387,"[663.904, 1320.978]","[619.733, 1307.736, 708.074, 1334.219]"
HN7_128.png,Slur,55,423,"[1338.544, 2938.796]","[1292.32, 2927.029, 1384.768, 2950.562]"
HN7_128.png,Slur,56,337,"[680.01, 3016.98]","[642.867, 3003.581, 717.154, 3030.38]"
HN7_128.png,Slur,57,277,"[779.084, 3874.459]","[718.228, 3859.631, 839.94, 3889.288]"
HN7_128.png,Slur,58,341,"[2568.75, 985.877]","[2514.754, 960.765, 2622.747, 1010.989]"
HN7_128.png,Slur,59,275,"[2881.9, 5113.105]","[2842.932, 5100.236, 2920.87, 5125.975]"
HN7_128.png,Slur,60,244,"[732.986, 4253.652]","[699.221, 4238.498, 766.751, 4268.808]"
HN7_128.png,Slur,61,575,"[2282.748, 958.547]","[2224.658, 935.98, 2340.838, 981.114]"
HN7_128.png,Slur,62,286,"[1611.946, 4371.622]","[1571.604, 4355.209, 1652.288, 4388.035]"
HN7_128.png,Slur,63,376,"[1087.201, 2526.674]","[1039.435, 2515.364, 1134.968, 2537.984]"
HN7_128.png,Slur,64,290,"[3629.153, 3853.189]","[3589.714, 3836.975, 3668.591, 3869.403]"
HN7_130.png,Slur,1,2667,"[2222.131, 4402.795]","[1924.022, 4327.714, 2520.241, 4477.876]"
HN7_130.png,Slur,2,4795,"[3339.24, 4616.211]","[2879.2, 4522.316, 3799.28, 4710.106]"
HN7_130.png,Slur,3,2016,"[3192.248, 982.863]","[2948.47, 904.21, 3436.026, 1061.516]"
HN7_130.png,Slur,4,1546,"[1702.291, 1431.529]","[1567.539, 1382.929, 1837.043, 1480.129]"
HN7_130.png,Slur,5,1741,"[3683.821, 763.986]","[3506.61, 701.344, 3861.032, 826.628]"
HN7_130.png,Slur,6,1021,"[3677.853, 3878.642]","[3569.925, 3828.393, 3785.781, 3928.892]"
HN7_130.png,Slur,7,1413,"[1648.556, 759.561]","[1458.789, 701.039, 1838.324, 818.083]"
HN7_130.png,Slur,8,919,"[3100.067, 3897.0]","[3007.239, 3848.233, 3192.896, 3945.767]"
HN7_130.png,Slur,9,1058,"[1328.678, 4359.832]","[1205.806, 4333.95, 1451.55, 4385.713]"
HN7_130.png,Slur,10,2751,"[1014.396, 1203.822]","[708.082, 1165.876, 1320.709, 1241.768]"
HN7_130.png,Slur,11,2920,"[1830.186, 1204.789]","[1511.449, 1163.926, 2148.922, 1245.652]"
HN7_130.png,Slur,12,2090,"[2860.822, 4159.348]","[2671.678, 4103.334, 3049.965, 4215.36]"
HN7_130.png,Slur,13,1377,"[2044.052, 1413.049]","[1923.987, 1377.146, 2164.118, 1448.952]"
HN7_130.png,Slur,14,1035,"[2955.402, 3429.537]","[2851.276, 3384.178, 3059.527, 3474.895]"
HN7_130.png,Slur,15,1796,"[1156.892, 515.113]","[951.608, 464.769, 1362.175, 565.456]"
HN7_130.png,Slur,16,2869,"[3284.285, 1465.458]","[3008.289, 1423.216, 3560.281, 1507.699]"
HN7_130.png,Slur,17,1109,"[2591.944, 2773.093]","[2467.39, 2736.299, 2716.498, 2809.888]"
HN7_130.png,Slur,18,1130,"[2432.291, 1435.442]","[2310.215, 1399.295, 2554.368, 1471.589]"
HN7_130.png,Slur,19,628,"[1592.321, 2066.828]","[1517.302, 2036.482, 1667.341, 2097.174]"
HN7_130.png,Slur,20,1809,"[3191.108, 520.907]","[3000.976, 472.849, 3381.24, 568.965]"
HN7_130.png,Slur,21,1050,"[2737.466, 1449.336]","[2620.758, 1415.46, 2854.174, 1483.212]"
HN7_130.png,Slur,22,1203,"[1654.082, 4352.485]","[1537.083, 4328.814, 1771.08, 4376.156]"
HN7_130.png,Slur,23,950,"[1447.928, 2776.187]","[1339.806, 2740.922, 1556.05, 2811.452]"
HN7_130.png,Slur,24,1825,"[2492.466, 5127.808]","[2305.587, 5092.298, 2679.344, 5163.316]"
HN7_130.png,Slur,25,1337,"[3875.027, 2799.541]","[3747.897, 2760.601, 4002.156, 2838.481]"
HN7_130.png,Slur,26,3655,"[1090.731, 5142.868]","[708.358, 5083.076, 1473.104, 5202.659]"
HN7_130.png,Slur,27,2164,"[2595.238, 1027.264]","[2324.739, 974.451, 2865.737, 1080.077]"
HN7_130.png,Slur,28,700,"[3499.71, 3412.978]","[3416.188, 3397.679, 3583.232, 3428.278]"
HN7_130.png,Slur,29,797,"[2418.724, 3436.496]","[2328.812, 3421.0, 2508.636, 3451.992]"
HN7_130.png,Slur,30,2227,"[1943.378, 5101.835]","[1710.108, 5055.111, 2176.648, 5148.56]"
HN7_130.png,Slur,31,524,"[2497.797, 3686.82]","[2436.637, 3671.984, 2558.957, 3701.656]"
HN7_130.png,Slur,32,539,"[2660.928, 1842.038]","[2606.356, 1817.42, 2715.5, 1866.656]"
HN7_130.png,Slur,33,1076,"[1684.968, 3221.207]","[1556.37, 3186.242, 1813.565, 3256.172]"
HN7_130.png,Slur,34,921,"[961.929, 4330.228]","[874.241, 4308.178, 1049.616, 4352.277]"
HN7_130.png,Slur,35,711,"[3798.898, 1473.694]","[3720.799, 1455.713, 3876.998, 1491.675]"
HN7_130.png,Slur,36,1011,"[2630.308, 2266.133]","[2531.162, 2249.434, 2729.454, 2282.831]"
HN7_130.png,Slur,37,360,"[2847.115, 478.677]","[2791.194, 465.579, 2903.036, 491.776]"
HN7_130.png,Slur,38,790,"[3772.82, 2314.534]","[3690.684, 2293.069, 3854.956, 2335.998]"
HN7_130.png,Slur,39,635,"[1336.893, 2065.005]","[1271.753, 2036.83, 1402.034, 2093.18]"
HN7_130.png,Slur,40,493,"[1092.802, 1939.115]","[1011.206, 1922.263, 1174.398, 1955.968]"
HN7_130.png,Slur,41,474,"[859.39, 1912.18]","[813.558, 1897.39, 905.222, 1926.97]"
HN7_130.png,Slur,42,1696,"[933.472, 1417.75]","[723.637, 1390.418, 1143.307, 1445.082]"
HN7_130.png,Slur,43,465,"[762.998, 479.747]","[701.135, 464.755, 824.861, 494.74]"
HN7_130.png,Slur,44,466,"[1859.449, 3656.947]","[1794.778, 3640.808, 1924.12, 3673.086]"
HN7_130.png,Slur,45,215,"[743.318, 2367.895]","[710.227, 2356.663, 776.409, 2379.128]"
HN7_130.png,Slur,46,813,"[2900.262, 2385.824]","[2809.875, 2364.794, 2990.649, 2406.854]"
HN7_130.png,Slur,47,309,"[2818.75, 1848.792]","[2780.566, 1832.029, 2856.935, 1865.554]"
HN7_131.png,Slur,1,2077,"[3366.822, 4125.016]","[3117.718, 4066.758, 3615.925, 4183.274]"
HN7_131.png,Slur,2,1356,"[1468.013, 1447.928]","[1314.369, 1414.425, 1621.658, 1481.431]"
HN7_131.png,Slur,3,1867,"[2796.95, 4165.23]","[2581.767, 4100.845, 3012.132, 4229.616]"
HN7_131.png,Slur,4,2453,"[1998.491, 990.108]","[1777.82, 940.176, 2219.163, 1040.039]"
HN7_131.png,Slur,5,1547,"[2391.46, 1484.264]","[2225.927, 1406.58, 2556.993, 1561.948]"
HN7_131.png,Slur,6,656,"[1436.372, 820.731]","[1363.079, 783.768, 1509.664, 857.694]"
HN7_131.png,Slur,7,2269,"[2458.712, 3597.081]","[2235.884, 3554.902, 2681.54, 3639.258]"
HN7_131.png,Slur,8,1925,"[1029.725, 4645.549]","[823.514, 4603.501, 1235.937, 4687.597]"
HN7_131.png,Slur,9,469,"[2122.623, 2524.834]","[2073.83, 2503.954, 2171.416, 2545.714]"
HN7_131.png,Slur,10,1456,"[2759.807, 790.214]","[2620.44, 751.083, 2899.174, 829.345]"
HN7_131.png,Slur,11,1017,"[3084.26, 2144.149]","[2996.695, 2120.054, 3171.825, 2168.244]"
HN7_131.png,Slur,12,1560,"[1511.645, 3385.079]","[1326.884, 3346.838, 1696.407, 3423.321]"
HN7_131.png,Slur,13,1099,"[3515.164, 810.209]","[3379.203, 783.627, 3651.125, 836.79]"
HN7_131.png,Slur,14,5558,"[1572.545, 3668.808]","[1022.152, 3606.738, 2122.938, 3730.879]"
HN7_131.png,Slur,15,1948,"[3478.4, 2509.542]","[3203.008, 2474.94, 3753.792, 2544.144]"
HN7_131.png,Slur,16,684,"[2071.097, 3383.469]","[2017.13, 3358.005, 2125.064, 3408.933]"
HN7_131.png,Slur,17,781,"[3853.533, 634.688]","[3784.259, 612.986, 3922.808, 656.389]"
HN7_131.png,Slur,18,1714,"[3363.906, 1458.501]","[3192.954, 1428.189, 3534.856, 1488.813]"
HN7_131.png,Slur,19,1187,"[1996.958, 4644.653]","[1892.389, 4614.756, 2101.528, 4674.551]"
HN7_131.png,Slur,20,2553,"[3481.905, 3382.197]","[3203.228, 3351.752, 3760.581, 3412.642]"
HN7_131.png,Slur,21,1985,"[2668.598, 5035.581]","[2376.917, 4997.6, 2960.28, 5073.56]"
HN7_131.png,Slur,22,643,"[1033.71, 1058.967]","[972.765, 1029.428, 1094.655, 1088.506]"
HN7_131.png,Slur,23,554,"[3407.921, 3612.48]","[3358.794, 3577.547, 3457.048, 3647.412]"
HN7_131.png,Slur,24,463,"[2634.043, 3379.778]","[2585.314, 3355.096, 2682.772, 3404.459]"
HN7_131.png,Slur,25,427,"[2672.402, 2534.314]","[2633.474, 2514.813, 2711.329, 2553.815]"
HN7_131.png,Slur,26,1101,"[2523.709, 2729.585]","[2412.28, 2703.416, 2635.138, 2755.754]"
HN7_131.png,Slur,27,387,"[923.764, 2527.513]","[876.957, 2506.204, 970.57, 2548.823]"
HN7_131.png,Slur,28,1590,"[2907.662, 1437.69]","[2734.552, 1400.8, 3080.771, 1474.58]"
HN7_131.png,Slur,29,648,"[2457.055, 1039.853]","[2393.507, 1023.309, 2520.602, 1056.396]"
HN7_131.png,Slur,30,1041,"[2974.802, 2748.59]","[2854.954, 2722.284, 3094.65, 2774.896]"
HN7_131.png,Slur,31,460,"[1323.51, 1042.73]","[1271.029, 1026.083, 1375.991, 1059.376]"
HN7_131.png,Slur,32,1062,"[1448.934, 4581.146]","[1348.056, 4558.784, 1549.813, 4603.508]"
HN7_131.png,Slur,33,620,"[2724.18, 2123.667]","[2626.395, 2100.372, 2821.965, 2146.96]"
HN7_131.png,Slur,34,763,"[2691.046, 4581.508]","[2609.682, 4563.526, 2772.411, 4599.49]"
HN7_131.png,Slur,35,566,"[3931.301, 1023.345]","[3864.175, 1008.221, 3998.428, 1038.469]"
HN7_131.png,Slur,36,7730,"[1439.826, 5047.059]","[726.38, 5002.741, 2153.273, 5091.376]"
HN7_131.png,Slur,37,447,"[1459.569, 2536.889]","[1411.871, 2520.127, 1507.267, 2553.652]"
HN7_131.png,Slur,38,871,"[3572.376, 4540.513]","[3485.773, 4512.599, 3658.98, 4568.426]"
HN7_131.png,Slur,39,975,"[1148.278, 2910.863]","[1054.617, 2892.403, 1241.938, 2929.322]"
HN7_131.png,Slur,40,626,"[3781.711, 1512.487]","[3646.33, 1482.42, 3917.092, 1542.554]"
HN7_131.png,Slur,41,776,"[851.763, 4090.627]","[771.538, 4073.028, 931.989, 4108.227]"
HN7_131.png,Slur,42,793,"[3774.474, 4528.133]","[3692.483, 4509.184, 3856.466, 4547.081]"
HN7_131.png,Slur,43,400,"[2928.836, 4584.979]","[2881.97, 4569.571, 2975.702, 4600.386]"
HN7_131.png,Slur,44,470,"[925.511, 3387.056]","[872.617, 3360.003, 978.405, 3414.108]"
HN7_131.png,Slur,45,977,"[1806.519, 2922.481]","[1718.789, 2905.055, 1894.25, 2939.906]"
HN7_131.png,Slur,46,861,"[3141.182, 593.957]","[3035.048, 564.374, 3247.316, 623.54]"
HN7_131.png,Slur,47,280,"[3895.969, 3603.203]","[3855.327, 3577.948, 3936.61, 3628.458]"
HN7_131.png,Slur,48,885,"[2341.427, 4616.398]","[2262.364, 4595.997, 2420.49, 4636.8]"
HN7_131.png,Slur,49,624,"[1163.184, 859.59]","[1078.237, 836.328, 1248.13, 882.851]"
HN7_131.png,Slur,50,424,"[3330.716, 4564.134]","[3283.262, 4549.174, 3378.169, 4579.094]"
HN7_131.png,Slur,51,561,"[2805.21, 3642.008]","[2748.137, 3627.083, 2862.284, 3656.932]"
HN7_131.png,Slur,52,732,"[1070.357, 3882.446]","[989.697, 3866.106, 1151.017, 3898.785]"
HN7_131.png,Slur,53,570,"[3738.013, 5073.786]","[3667.064, 5057.215, 3808.963, 5090.358]"
HN7_131.png,Slur,54,769,"[2311.612, 2122.242]","[2236.269, 2107.355, 2386.954, 2137.129]"
HN7_131.png,Slur,55,560,"[3856.119, 4181.474]","[3785.304, 4166.54, 3926.935, 4196.408]"
HN7_131.png,Slur,56,583,"[1532.924, 990.448]","[1469.253, 969.808, 1596.594, 1011.088]"
HN7_131.png,Slur,57,255,"[3412.771, 2964.856]","[3373.496, 2937.896, 3452.044, 2991.817]"
HN7_131.png,Slur,58,330,"[3136.268, 4581.468]","[3091.867, 4566.674, 3180.669, 4596.261]"
HN7_131.png,Slur,59,451,"[706.005, 5317.678]","[658.776, 5303.064, 753.234, 5332.292]"
HN7_131.png,Slur,60,452,"[1887.239, 1433.461]","[1830.889, 1420.044, 1943.589, 1446.878]"
HN7_131.png,Slur,61,1392,"[2035.527, 513.048]","[1886.055, 480.464, 2184.999, 545.632]"
HN7_131.png,Slur,62,367,"[4048.87, 4850.666]","[3997.479, 4837.373, 4100.26, 4863.958]"
HN7_131.png,Slur,63,368,"[3092.172, 5032.906]","[3044.055, 5015.999, 3140.29, 5049.814]"
HN7_131.png,Slur,64,288,"[3790.507, 2970.279]","[3756.313, 2949.657, 3824.702, 2990.901]"
HN7_131.png,Slur,65,367,"[2330.891, 615.43]","[2281.845, 599.188, 2379.936, 631.673]"
HN7_131.png,Slur,66,760,"[1968.895, 2122.84]","[1886.606, 2106.122, 2051.185, 2139.558]"
HN7_131.png,Slur,67,135,"[3841.528, 2109.343]","[3802.764, 2086.822, 3880.293, 2131.863]"
HN7_131.png,Slur,68,808,"[1363.933, 4104.865]","[1295.623, 4078.068, 1432.243, 4131.662]"
HN7_131.png,Slur,69,537,"[3274.629, 1089.82]","[3213.667, 1075.367, 3335.592, 1104.273]"
HN7_132.png,Slur,1,1730,"[1820.656, 5195.761]","[1671.495, 5152.168, 1969.818, 5239.354]"
HN7_132.png,Slur,2,1179,"[1745.81, 4967.103]","[1622.463, 4925.214, 1869.156, 5008.991]"
HN7_132.png,Slur,3,1489,"[1125.59, 814.401]","[978.172, 775.363, 1273.009, 853.438]"
HN7_132.png,Slur,4,2091,"[1744.027, 4413.533]","[1452.22, 4357.93, 2035.835, 4469.136]"
HN7_132.png,Slur,5,1268,"[2938.659, 3569.551]","[2827.191, 3543.545, 3050.128, 3595.557]"
HN7_132.png,Slur,6,1786,"[775.82, 1830.924]","[612.695, 1790.639, 938.945, 1871.208]"
HN7_132.png,Slur,7,1458,"[3272.708, 4385.939]","[3106.901, 4350.857, 3438.516, 4421.022]"
HN7_132.png,Slur,8,2185,"[2674.726, 4378.821]","[2446.027, 4349.609, 2903.426, 4408.033]"
HN7_132.png,Slur,9,1848,"[3807.173, 3965.615]","[3570.403, 3925.365, 4043.943, 4005.865]"
HN7_132.png,Slur,10,1552,"[1586.811, 1981.287]","[1432.311, 1949.451, 1741.311, 2013.123]"
