File Name,Class Name,Object Number,Area,Centroid,BoundingBox,Crop File Name,Crop Position,Centroid in Crop,BoundingBox in Crop,Height Invalid,Width Invalid,Overlap,Above,Use
HN7_129.png,Slur,23,1098,"[1813.383, 4282.134]","[1706.889, 4253.65, 1919.877, 4310.618]",HN7_129_23.png,"[1641, 4198, 1974, 4520]","[171.5, 83.5]","[65, 55, 278, 112]",0,0,0,1,1
HN7_129.png,Slur,24,660,"[1450.977, 4298.719]","[1380.839, 4245.338, 1521.115, 4352.099]",HN7_129_24.png,"[1315, 4190, 1576, 4522]","[135.5, 108.5]","[65, 55, 206, 162]",0,0,0,1,1
HN7_129.png,Slur,25,987,"[2795.31, 4914.025]","[2695.065, 4877.24, 2895.555, 4950.812]",HN7_129_25.png,"[2630, 4677, 2950, 5005]","[165.0, 236.5]","[65, 200, 265, 273]",0,0,0,0,0
HN7_129.png,Slur,26,1164,"[2335.64, 617.727]","[2230.42, 590.317, 2440.861, 645.136]",HN7_129_26.png,"[2165, 535, 2495, 830]","[170.0, 82.5]","[65, 55, 275, 110]",0,0,0,1,1
HN7_129.png,Slur,27,1960,"[2375.095, 3848.963]","[2151.925, 3815.836, 2598.265, 3882.091]",HN7_129_27.png,"[2086, 3760, 2653, 4127]","[288.5, 88.5]","[65, 55, 512, 122]",0,0,0,1,1
HN7_129.png,Slur,28,1072,"[2549.37, 4868.283]","[2446.787, 4835.554, 2651.953, 4901.012]",HN7_129_28.png,"[2381, 4655, 2706, 4961]","[167.5, 213.0]","[65, 180, 270, 246]",0,0,0,0,0
HN7_129.png,Slur,29,5147,"[1259.781, 5200.054]","[733.118, 5136.21, 1786.443, 5263.898]",HN7_129_29.png,"[668, 5081, 1841, 5463]","[591.5, 118.5]","[65, 55, 1118, 182]",0,0,0,1,1
HN7_129.png,Slur,30,1945,"[2918.296, 2932.345]","[2715.837, 2897.29, 3120.755, 2967.401]",HN7_129_30.png,"[2650, 2842, 3175, 3167]","[267.5, 90.0]","[65, 55, 470, 125]",0,0,0,1,1
HN7_129.png,Slur,31,1904,"[2752.403, 597.75]","[2544.301, 565.979, 2960.506, 629.522]",HN7_129_31.png,"[2479, 510, 3015, 884]","[273.0, 87.0]","[65, 55, 481, 119]",0,0,0,1,1
HN7_129.png,Slur,32,640,"[1309.242, 782.823]","[1214.849, 743.253, 1403.634, 822.393]",HN7_129_32.png,"[1149, 568, 1458, 932]","[159.5, 214.5]","[65, 175, 254, 254]",0,0,0,0,0
HN7_129.png,Slur,33,866,"[1780.302, 4729.103]","[1701.997, 4708.914, 1858.606, 4749.291]",HN7_129_33.png,"[1636, 4638, 1913, 4989]","[143.5, 90.5]","[65, 70, 222, 111]",0,0,0,1,1
HN7_129.png,Slur,34,667,"[3750.035, 2519.303]","[3676.73, 2501.373, 3823.34, 2537.233]",HN7_129_34.png,"[3611, 2446, 3878, 2792]","[138.5, 73.0]","[65, 55, 212, 91]",0,0,0,1,1
HN7_129.png,Slur,35,543,"[905.146, 3098.042]","[828.73, 3075.168, 981.563, 3120.916]",HN7_129_35.png,"[763, 2910, 1036, 3175]","[141.5, 187.5]","[65, 165, 218, 210]",0,0,0,0,0
HN7_129.png,Slur,36,1031,"[2229.234, 4739.915]","[2126.635, 4714.656, 2331.833, 4765.174]",HN7_129_36.png,"[2061, 4659, 2386, 4955]","[167.5, 80.5]","[65, 55, 270, 106]",0,0,0,1,1
HN7_129.png,Slur,37,4931,"[3541.924, 4718.347]","[3036.596, 4659.486, 4047.252, 4777.208]",HN7_129_37.png,"[2971, 4604, 4102, 4962]","[570.5, 114.0]","[65, 55, 1076, 173]",0,0,0,1,1
HN7_129.png,Slur,38,508,"[2317.952, 3100.062]","[2253.642, 3077.965, 2382.261, 3122.159]",HN7_129_38.png,"[2188, 2912, 2437, 3177]","[129.5, 187.5]","[65, 165, 194, 210]",0,0,0,0,0
HN7_129.png,Slur,39,1046,"[1413.16, 4694.85]","[1289.861, 4672.054, 1536.46, 4717.644]",HN7_129_39.png,"[1224, 4617, 1591, 4937]","[188.5, 77.5]","[65, 55, 312, 100]",0,0,0,1,1
HN7_129.png,Slur,40,452,"[2037.52, 2561.14]","[1982.642, 2543.062, 2092.398, 2579.218]",HN7_129_40.png,"[1917, 2473, 2147, 2724]","[120.0, 88.0]","[65, 70, 175, 106]",0,0,0,1,1
HN7_129.png,Slur,41,841,"[2042.561, 2967.46]","[1958.216, 2950.731, 2126.906, 2984.19]",HN7_129_41.png,"[1893, 2895, 2181, 3164]","[149.0, 72.0]","[65, 55, 233, 89]",0,0,0,1,1
HN7_129.png,Slur,42,1061,"[3999.648, 4283.55]","[3888.254, 4263.082, 4111.043, 4304.018]",HN7_129_42.png,"[3823, 4208, 4166, 4519]","[176.5, 75.5]","[65, 55, 288, 96]",0,0,0,1,1
HN7_129.png,Slur,43,1903,"[3838.559, 3334.803]","[3624.306, 3310.552, 4052.812, 3359.054]",HN7_129_43.png,"[3559, 3255, 4107, 3699]","[279.0, 79.5]","[65, 55, 493, 104]",0,0,0,1,1
HN7_129.png,Slur,44,751,"[883.905, 3864.817]","[786.782, 3825.694, 981.029, 3903.94]",HN7_129_44.png,"[721, 3770, 1036, 4088]","[162.5, 94.0]","[65, 55, 260, 133]",0,0,0,1,1
HN7_129.png,Slur,45,756,"[1533.722, 2448.42]","[1458.798, 2432.147, 1608.646, 2464.694]",HN7_129_45.png,"[1393, 2377, 1663, 2724]","[140.0, 71.0]","[65, 55, 215, 87]",0,0,0,1,1
HN7_129.png,Slur,46,1029,"[3625.778, 4253.466]","[3520.627, 4234.712, 3730.929, 4272.221]",HN7_129_46.png,"[3455, 4179, 3785, 4522]","[170.0, 74.0]","[65, 55, 275, 93]",0,0,0,1,1
HN7_129.png,Slur,47,679,"[2729.078, 4348.935]","[2656.212, 4315.944, 2801.944, 4381.926]",HN7_129_47.png,"[2591, 4260, 2856, 4551]","[137.5, 88.0]","[65, 55, 210, 121]",0,0,0,1,1
HN7_129.png,Slur,48,568,"[3989.83, 2037.257]","[3923.071, 2018.349, 4056.588, 2056.164]",HN7_129_48.png,"[3858, 1963, 4111, 2286]","[131.5, 74.0]","[65, 55, 198, 93]",0,0,0,1,1
HN7_129.png,Slur,49,991,"[2394.087, 4334.414]","[2305.453, 4298.536, 2482.722, 4370.292]",HN7_129_49.png,"[2240, 4243, 2537, 4525]","[153.5, 91.0]","[65, 55, 242, 127]",0,0,0,1,1
HN7_129.png,Slur,50,358,"[3090.673, 2506.476]","[3026.544, 2487.868, 3154.802, 2525.084]",HN7_129_50.png,"[2961, 2432, 3209, 2725]","[129.0, 74.0]","[65, 55, 193, 93]",0,0,0,1,1
HN7_129.png,Slur,51,748,"[3710.363, 1992.349]","[3624.98, 1975.701, 3795.745, 2008.997]",HN7_129_51.png,"[3559, 1905, 3850, 2288]","[150.5, 86.5]","[65, 70, 236, 103]",0,0,0,1,1
HN7_129.png,Slur,52,456,"[1804.196, 2496.979]","[1746.981, 2479.261, 1861.411, 2514.696]",HN7_129_52.png,"[1681, 2424, 1916, 2724]","[122.5, 72.5]","[65, 55, 180, 90]",0,0,0,1,1
HN7_129.png,Slur,53,742,"[3848.817, 568.243]","[3743.888, 549.705, 3953.746, 586.782]",HN7_129_53.png,"[3678, 409, 4008, 816]","[170.0, 158.5]","[65, 140, 275, 177]",0,0,0,1,1
HN7_129.png,Slur,54,592,"[1106.654, 4682.967]","[1027.732, 4665.735, 1185.575, 4700.198]",HN7_129_54.png,"[962, 4610, 1240, 4930]","[144.0, 72.5]","[65, 55, 223, 90]",0,0,0,1,1
HN7_129.png,Slur,55,581,"[4056.06, 2527.506]","[3993.55, 2508.083, 4118.57, 2546.93]",HN7_129_55.png,"[3928, 2453, 4173, 2721]","[127.5, 74.0]","[65, 55, 190, 93]",0,0,0,1,1
HN7_129.png,Slur,56,309,"[666.963, 2959.307]","[615.672, 2944.679, 718.254, 2973.935]",HN7_129_56.png,"[550, 2889, 773, 3163]","[116.5, 69.5]","[65, 55, 168, 84]",0,0,0,1,1
HN7_129.png,Slur,57,405,"[707.938, 4720.751]","[673.069, 4706.309, 742.806, 4735.194]",HN7_129_57.png,"[608, 4651, 797, 4930]","[99.5, 69.5]","[65, 55, 134, 84]",0,1,0,1,0
HN7_129.png,Slur,58,702,"[2815.434, 2464.564]","[2739.816, 2449.461, 2891.051, 2479.667]",HN7_129_58.png,"[2674, 2394, 2946, 2724]","[141.0, 70.0]","[65, 55, 217, 85]",0,0,0,1,1
HN7_129.png,Slur,59,430,"[2443.502, 2594.724]","[2367.167, 2577.459, 2519.837, 2611.99]",HN7_129_59.png,"[2302, 2472, 2574, 2881]","[141.0, 122.0]","[65, 105, 217, 139]",0,0,0,1,1
HN7_128.png,Slur,1,1396,"[2744.437, 2592.553]","[2588.661, 2536.931, 2900.214, 2648.176]",HN7_128_1.png,"[2523, 2481, 2955, 2843]","[221.0, 111.0]","[65, 55, 377, 167]",0,0,0,1,1
HN7_128.png,Slur,2,1644,"[2107.167, 2592.387]","[1917.862, 2548.047, 2296.472, 2636.727]",HN7_128_2.png,"[1852, 2468, 2351, 2841]","[254.5, 124.0]","[65, 80, 444, 168]",0,0,0,1,1
HN7_128.png,Slur,3,3471,"[3008.297, 1532.323]","[2558.703, 1464.34, 3457.89, 1600.305]",HN7_128_3.png,"[2493, 1279, 3512, 1655]","[514.5, 253.0]","[65, 185, 964, 321]",0,0,0,0,0
HN7_128.png,Slur,4,2011,"[3826.146, 2979.036]","[3635.428, 2924.883, 4016.863, 3033.188]",HN7_128_4.png,"[3570, 2869, 4071, 3258]","[255.5, 109.5]","[65, 55, 446, 164]",0,0,0,1,1
HN7_128.png,Slur,5,1981,"[3719.128, 3616.86]","[3448.49, 3564.47, 3989.768, 3669.249]",HN7_128_5.png,"[3383, 3389, 4044, 3724]","[335.5, 227.5]","[65, 175, 606, 280]",0,0,0,0,0
HN7_128.png,Slur,6,3417,"[2919.74, 2216.958]","[2574.244, 2162.632, 3265.235, 2271.284]",HN7_128_6.png,"[2509, 2107, 3320, 2486]","[410.5, 109.5]","[65, 55, 756, 164]",0,0,0,1,1
HN7_128.png,Slur,7,745,"[2332.974, 1549.482]","[2233.992, 1516.682, 2431.956, 1582.281]",HN7_128_7.png,"[2168, 1316, 2486, 1637]","[164.0, 233.0]","[65, 200, 263, 266]",0,0,0,0,0
HN7_128.png,Slur,8,1468,"[1632.918, 2994.099]","[1471.907, 2940.394, 1793.929, 3047.804]",HN7_128_8.png,"[1406, 2885, 1848, 3247]","[226.0, 108.5]","[65, 55, 387, 162]",0,0,0,1,1
HN7_128.png,Slur,9,997,"[2443.635, 4634.448]","[2344.716, 4604.172, 2542.553, 4664.724]",HN7_128_9.png,"[2279, 4549, 2597, 4934]","[164.0, 85.0]","[65, 55, 263, 115]",0,0,0,1,1
HN7_128.png,Slur,10,1087,"[3591.221, 949.849]","[3472.108, 919.753, 3710.333, 979.945]",HN7_128_10.png,"[3407, 864, 3765, 1164]","[184.0, 85.0]","[65, 55, 303, 115]",0,0,0,1,1
HN7_128.png,Slur,11,1227,"[2912.07, 3461.778]","[2804.266, 3433.017, 3019.874, 3490.538]",HN7_128_11.png,"[2739, 3378, 3074, 3695]","[172.5, 83.5]","[65, 55, 280, 112]",0,0,0,1,1
HN7_128.png,Slur,12,974,"[897.72, 5271.339]","[800.029, 5241.544, 995.411, 5301.135]",HN7_128_12.png,"[735, 5046, 1050, 5356]","[162.5, 225.0]","[65, 195, 260, 255]",0,0,0,0,0
HN7_128.png,Slur,13,2489,"[906.028, 1791.809]","[647.247, 1757.406, 1164.809, 1826.211]",HN7_128_13.png,"[582, 1702, 1219, 2071]","[323.5, 89.5]","[65, 55, 582, 124]",0,0,0,1,1
HN7_128.png,Slur,14,1519,"[2290.276, 2405.218]","[2138.934, 2380.924, 2441.618, 2429.512]",HN7_128_14.png,"[2073, 2160, 2496, 2484]","[216.5, 244.5]","[65, 220, 368, 269]",0,0,0,0,0
HN7_128.png,Slur,15,1129,"[2539.875, 3455.505]","[2422.666, 3423.152, 2657.084, 3487.858]",HN7_128_15.png,"[2357, 3368, 2712, 3667]","[182.5, 87.0]","[65, 55, 300, 119]",0,0,0,1,1
HN7_128.png,Slur,16,661,"[1728.071, 5371.072]","[1666.39, 5338.587, 1789.752, 5403.558]",HN7_128_16.png,"[1601, 5093, 1844, 5473]","[126.5, 277.5]","[65, 245, 188, 310]",0,0,0,0,0
HN7_128.png,Slur,17,2130,"[2170.208, 3044.195]","[1976.92, 2996.822, 2363.496, 3091.568]",HN7_128_17.png,"[1911, 2941, 2418, 3281]","[258.5, 102.5]","[65, 55, 452, 150]",0,0,0,1,1
HN7_128.png,Slur,18,834,"[2829.183, 1133.142]","[2753.542, 1094.902, 2904.824, 1171.382]",HN7_128_18.png,"[2688, 874, 2959, 1226]","[140.5, 258.5]","[65, 220, 216, 297]",0,0,0,0,0
HN7_128.png,Slur,19,1119,"[2233.774, 3456.334]","[2115.674, 3424.899, 2351.874, 3487.77]",HN7_128_19.png,"[2050, 3369, 2406, 3662]","[183.0, 86.5]","[65, 55, 301, 118]",0,0,0,1,1
HN7_128.png,Slur,20,790,"[1099.787, 3028.75]","[1022.445, 3008.9, 1177.128, 3048.602]",HN7_128_20.png,"[957, 2953, 1232, 3243]","[142.5, 75.0]","[65, 55, 220, 95]",0,0,0,1,1
HN7_128.png,Slur,21,1420,"[1386.411, 2222.494]","[1232.403, 2195.726, 1540.418, 2249.261]",HN7_128_21.png,"[1167, 2140, 1595, 2479]","[219.0, 82.0]","[65, 55, 373, 109]",0,0,0,1,1
HN7_128.png,Slur,22,1147,"[1330.215, 2520.424]","[1199.132, 2494.887, 1461.298, 2545.961]",HN7_128_22.png,"[1134, 2439, 1516, 2840]","[196.0, 80.5]","[65, 55, 327, 106]",0,0,0,1,1
HN7_128.png,Slur,23,2564,"[3838.9, 1364.309]","[3603.912, 1330.575, 4073.887, 1398.043]",HN7_128_23.png,"[3538, 1275, 4128, 1618]","[300.0, 89.0]","[65, 55, 535, 123]",0,0,0,1,1
HN7_128.png,Slur,24,589,"[1491.454, 938.043]","[1432.574, 894.856, 1550.334, 981.23]",HN7_128_24.png,"[1367, 834, 1605, 1161]","[124.0, 103.5]","[65, 60, 183, 147]",0,0,0,1,1
HN7_128.png,Slur,25,984,"[2083.1, 1511.001]","[1987.245, 1484.135, 2178.954, 1537.868]",HN7_128_25.png,"[1922, 1279, 2233, 1597]","[160.5, 231.5]","[65, 205, 256, 258]",0,0,0,0,0
HN7_128.png,Slur,26,1294,"[3860.857, 2008.997]","[3702.459, 1984.714, 4019.255, 2033.281]",HN7_128_26.png,"[3637, 1764, 4074, 2088]","[223.5, 244.5]","[65, 220, 382, 269]",0,0,0,0,0
HN7_128.png,Slur,27,725,"[1790.118, 920.403]","[1708.857, 893.158, 1871.379, 947.649]",HN7_128_27.png,"[1643, 838, 1926, 1162]","[146.5, 82.0]","[65, 55, 228, 109]",0,0,0,1,1
HN7_128.png,Slur,28,1348,"[3194.814, 3490.327]","[3068.759, 3453.118, 3320.87, 3527.536]",HN7_128_28.png,"[3003, 3398, 3375, 3712]","[191.0, 92.0]","[65, 55, 317, 129]",0,0,0,1,1
HN7_128.png,Slur,29,919,"[946.462, 1329.881]","[840.955, 1309.651, 1051.97, 1350.111]",HN7_128_29.png,"[775, 1254, 1106, 1575]","[170.5, 75.5]","[65, 55, 276, 96]",0,0,0,1,1
HN7_128.png,Slur,30,1704,"[3230.352, 2622.501]","[3067.168, 2585.341, 3393.536, 2659.662]",HN7_128_30.png,"[3002, 2530, 3448, 2869]","[228.0, 92.0]","[65, 55, 391, 129]",0,0,0,1,1
HN7_128.png,Slur,31,977,"[2171.163, 3841.885]","[2079.299, 3824.24, 2263.028, 3859.53]",HN7_128_31.png,"[2014, 3769, 2318, 4049]","[157.0, 72.5]","[65, 55, 249, 90]",0,0,0,1,1
HN7_128.png,Slur,32,4848,"[1781.131, 1776.709]","[1298.578, 1709.874, 2263.683, 1843.544]",HN7_128_32.png,"[1233, 1654, 2318, 2048]","[547.5, 122.0]","[65, 55, 1030, 189]",0,0,0,1,1
HN7_128.png,Slur,33,760,"[3445.334, 4673.667]","[3349.16, 4638.152, 3541.508, 4709.182]",HN7_128_33.png,"[3284, 4583, 3596, 4939]","[161.0, 90.5]","[65, 55, 257, 126]",0,0,0,1,1
HN7_128.png,Slur,34,1751,"[2607.755, 1723.588]","[2425.359, 1696.875, 2790.151, 1750.3]",HN7_128_34.png,"[2360, 1641, 2845, 2040]","[247.5, 82.0]","[65, 55, 430, 109]",0,0,0,1,1
HN7_128.png,Slur,35,585,"[1887.857, 3817.738]","[1824.939, 3802.978, 1950.776, 3832.497]",HN7_128_35.png,"[1759, 3747, 2005, 4047]","[128.0, 70.0]","[65, 55, 191, 85]",0,0,0,1,1
HN7_128.png,Slur,36,1204,"[1781.844, 1379.855]","[1674.186, 1350.974, 1889.502, 1408.737]",HN7_128_36.png,"[1609, 1295, 1944, 1598]","[172.5, 84.0]","[65, 55, 280, 113]",0,0,0,1,1
HN7_128.png,Slur,37,414,"[3781.923, 5315.232]","[3724.078, 5296.278, 3839.768, 5334.188]",HN7_128_37.png,"[3659, 5056, 3894, 5389]","[122.5, 259.0]","[65, 240, 180, 278]",0,0,0,0,0
HN7_128.png,Slur,38,939,"[3910.905, 2207.573]","[3787.146, 2183.334, 4034.663, 2231.812]",HN7_128_38.png,"[3722, 2128, 4089, 2466]","[188.5, 79.0]","[65, 55, 312, 103]",0,0,0,1,1
HN7_128.png,Slur,39,728,"[1302.618, 1364.578]","[1219.568, 1346.191, 1385.668, 1382.964]",HN7_128_39.png,"[1154, 1291, 1440, 1617]","[148.0, 73.0]","[65, 55, 231, 91]",0,0,0,1,1
HN7_128.png,Slur,40,1675,"[3325.825, 3049.522]","[3144.604, 3011.367, 3507.046, 3087.677]",HN7_128_40.png,"[3079, 2956, 3562, 3302]","[246.5, 93.0]","[65, 55, 428, 131]",0,0,0,1,1
HN7_128.png,Slur,41,808,"[1597.68, 3801.698]","[1501.573, 3783.142, 1693.787, 3820.255]",HN7_128_41.png,"[1436, 3728, 1748, 4045]","[161.0, 73.5]","[65, 55, 257, 92]",0,0,0,1,1
HN7_128.png,Slur,42,617,"[3260.049, 899.91]","[3183.743, 884.874, 3336.355, 914.946]",HN7_128_42.png,"[3118, 829, 3391, 1164]","[141.5, 70.0]","[65, 55, 218, 85]",0,0,0,1,1
HN7_128.png,Slur,43,689,"[1207.939, 969.262]","[1129.427, 919.583, 1286.45, 1018.94]",HN7_128_43.png,"[1064, 849, 1341, 1208]","[143.5, 119.5]","[65, 70, 222, 169]",0,0,0,1,1
HN7_128.png,Slur,44,412,"[757.512, 4713.015]","[699.151, 4694.014, 815.872, 4732.016]",HN7_128_44.png,"[634, 4619, 870, 4927]","[123.0, 94.0]","[65, 75, 181, 113]",0,0,0,1,1
HN7_128.png,Slur,45,708,"[3279.579, 4212.033]","[3191.374, 4196.667, 3367.783, 4227.399]",HN7_128_45.png,"[3126, 4141, 3422, 4537]","[153.0, 70.5]","[65, 55, 241, 86]",0,0,0,1,1
HN7_128.png,Slur,46,631,"[1593.575, 4627.693]","[1518.103, 4604.552, 1669.046, 4650.834]",HN7_128_46.png,"[1453, 4549, 1724, 4930]","[140.5, 78.0]","[65, 55, 216, 101]",0,0,0,1,1
HN7_128.png,Slur,47,348,"[4028.772, 2658.107]","[3985.005, 2639.539, 4072.54, 2676.676]",HN7_128_47.png,"[3920, 2584, 4127, 2851]","[108.5, 73.5]","[65, 55, 152, 92]",0,1,0,1,0
HN7_128.png,Slur,48,1431,"[1487.605, 3352.101]","[1285.41, 3323.64, 1689.801, 3380.56]",HN7_128_48.png,"[1220, 3268, 1744, 3655]","[267.0, 83.5]","[65, 55, 469, 112]",0,0,0,1,1
HN7_128.png,Slur,49,2174,"[3115.453, 1737.607]","[2897.742, 1702.691, 3333.164, 1772.524]",HN7_128_49.png,"[2832, 1642, 3388, 2042]","[283.0, 95.0]","[65, 60, 501, 130]",0,0,0,1,1
HN7_128.png,Slur,50,424,"[1391.592, 5364.931]","[1341.24, 5342.684, 1441.944, 5387.177]",HN7_128_50.png,"[1276, 5092, 1496, 5442]","[115.0, 272.5]","[65, 250, 165, 295]",0,0,0,0,0
HN7_128.png,Slur,51,513,"[2471.693, 2535.343]","[2418.917, 2522.185, 2524.47, 2548.5]",HN7_128_51.png,"[2353, 2467, 2579, 2843]","[118.0, 68.0]","[65, 55, 171, 81]",0,0,0,1,1
HN7_128.png,Slur,52,450,"[1311.761, 3786.66]","[1252.774, 3774.0, 1370.749, 3799.32]",HN7_128_52.png,"[1187, 3719, 1425, 4039]","[124.0, 67.5]","[65, 55, 183, 80]",0,0,0,1,1
HN7_128.png,Slur,53,557,"[4028.824, 917.219]","[3973.787, 905.768, 4083.861, 928.67]",HN7_128_53.png,"[3908, 850, 4138, 1163]","[120.0, 66.5]","[65, 55, 175, 78]",0,0,0,1,1
HN7_128.png,Slur,54,387,"[663.904, 1320.978]","[619.733, 1307.736, 708.074, 1334.219]",HN7_128_54.png,"[554, 1252, 763, 1564]","[109.5, 68.5]","[65, 55, 154, 82]",0,1,0,1,0
HN7_128.png,Slur,55,423,"[1338.544, 2938.796]","[1292.32, 2927.029, 1384.768, 2950.562]",HN7_128_55.png,"[1227, 2872, 1439, 3245]","[111.0, 66.5]","[65, 55, 157, 78]",0,0,0,1,1
HN7_128.png,Slur,56,337,"[680.01, 3016.98]","[642.867, 3003.581, 717.154, 3030.38]",HN7_128_56.png,"[577, 2948, 772, 3240]","[102.5, 68.5]","[65, 55, 140, 82]",0,1,0,1,0
HN7_128.png,Slur,57,277,"[779.084, 3874.459]","[718.228, 3859.631, 839.94, 3889.288]",HN7_128_57.png,"[653, 3784, 894, 4034]","[125.5, 90.0]","[65, 75, 186, 105]",0,0,0,1,1
HN7_128.png,Slur,58,341,"[2568.75, 985.877]","[2514.754, 960.765, 2622.747, 1010.989]",HN7_128_58.png,"[2449, 860, 2677, 1220]","[119.0, 125.0]","[65, 100, 173, 150]",0,0,0,1,1
HN7_128.png,Slur,59,275,"[2881.9, 5113.105]","[2842.932, 5100.236, 2920.87, 5125.975]",HN7_128_59.png,"[2777, 5045, 2975, 5350]","[104.0, 67.5]","[65, 55, 143, 80]",0,1,0,1,0
